cliente_producto_id,cliente_id,producto,tipo_producto,saldo_producto,saldo_desconocido,saldo_negativo,saldo_outlier_iqr,cupo_credito,fecha_vencimiento,estado_producto,fecha_primer_registro,fecha_ultimo_registro,cantidad_registros
C001885__CREDITO_CONSUMO,C001885,Crédito de Consumo,Deuda,4891.87,False,False,False,,2028-11-02,Activo,2025-02-12,2025-02-12,1
C001885__TARJETA_CREDITO,C001885,Tarjeta de Crédito,Deuda,446.50,False,False,False,2000.00,2028-10-13,Activo,2025-02-21,2026-07-30,14
C001886__CTA_AHORROS,C001886,Cuenta de Ahorros,Depósito,796.85,False,False,False,,,Activo,2025-02-07,2025-10-11,3
C001886__TARJETA_CREDITO,C001886,Tarjeta de Crédito,Deuda,108.74,False,False,False,2600.00,2029-02-10,Activo,2025-01-01,2026-07-08,14
C001887__CTA_CORRIENTE,C001887,Cuenta Corriente,Depósito,6817.20,False,False,False,,,Activo,2025-06-29,2026-06-02,4
C001887__CTA_AHORROS,C001887,Cuenta de Ahorros,Depósito,5082.67,False,False,False,,,Activo,2025-07-08,2025-07-08,1
C001888__CTA_AHORROS,C001888,Cuenta de Ahorros,Depósito,561.55,False,False,False,,,Activo,2025-06-10,2026-07-11,3
C001888__TARJETA_CREDITO,C001888,Tarjeta de Crédito,Deuda,280.67,False,False,False,800.00,2029-01-05,Activo,2025-01-03,2026-05-17,12
C001889__CTA_CORRIENTE,C001889,Cuenta Corriente,Depósito,229.56,False,False,False,,,Activo,2026-01-21,2026-06-03,3
C001890__CREDITO_HIPOTECARIO,C001890,Crédito Hipotecario,Deuda,104894.22,False,False,False,,2028-08-15,Activo,2026-07-05,2026-07-05,1
C001890__CREDITO_CONSUMO,C001890,Crédito de Consumo,Deuda,24957.93,False,False,False,,2030-02-21,Activo,2025-06-10,2025-09-17,2
C001890__TARJETA_CREDITO,C001890,Tarjeta de Crédito,Deuda,1491.76,False,False,False,7200.00,2027-08-19,Activo,2025-05-18,2026-04-19,5
C001891__CREDITO_HIPOTECARIO,C001891,Crédito Hipotecario,Deuda,72398.69,False,False,False,,2028-04-26,Activo,2025-02-27,2026-08-24,3
C001891__CTA_AHORROS,C001891,Cuenta de Ahorros,Depósito,17881.81,False,False,True,,,Activo,2026-02-22,2026-03-25,2
C001891__TARJETA_CREDITO,C001891,Tarjeta de Crédito,Deuda,1320.09,False,False,False,7300.00,2028-01-22,Activo,2025-03-01,2026-07-10,10
C001892__CREDITO_CONSUMO,C001892,Crédito de Consumo,Deuda,4890.33,False,False,False,,2027-11-09,Activo,2025-07-30,2026-04-01,3
C001892__CTA_AHORROS,C001892,Cuenta de Ahorros,Depósito,979.16,False,False,False,,,Activo,2025-01-05,2026-06-24,4
C001892__TARJETA_CREDITO,C001892,Tarjeta de Crédito,Deuda,165.82,False,False,False,500.00,2027-07-02,Activo,2025-01-31,2026-08-05,12
C001893__CTA_CORRIENTE,C001893,Cuenta Corriente,Depósito,2616.42,False,False,False,,,Activo,2025-12-01,2026-08-10,4
C001893__CTA_AHORROS,C001893,Cuenta de Ahorros,Depósito,1631.98,False,False,False,,,Activo,2025-09-17,2026-07-05,2
C001894__CTA_AHORROS,C001894,Cuenta de Ahorros,Depósito,1992.18,False,False,False,,,Activo,2025-08-30,2026-07-16,4
C001894__TARJETA_CREDITO,C001894,Tarjeta de Crédito,Deuda,2096.68,False,False,False,4000.00,2027-05-10,Activo,2025-01-08,2026-05-04,9
C001895__CREDITO_HIPOTECARIO,C001895,Crédito Hipotecario,Deuda,100162.86,False,False,False,,2027-01-23,Activo,2025-02-17,2026-03-23,3
C001895__TARJETA_CREDITO,C001895,Tarjeta de Crédito,Deuda,2314.82,False,False,False,5900.00,2027-01-29,Activo,2025-01-01,2026-07-12,14
C001896__CREDITO_HIPOTECARIO,C001896,Crédito Hipotecario,Deuda,80422.03,False,False,False,,2029-02-04,Activo,2025-07-27,2025-07-27,1
C001896__CREDITO_CONSUMO,C001896,Crédito de Consumo,Deuda,4519.10,False,False,False,,2027-01-02,Activo,2025-05-13,2025-05-13,1
C001896__CTA_AHORROS,C001896,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-03-12,2026-05-07,3
C001896__TARJETA_CREDITO,C001896,Tarjeta de Crédito,Deuda,467.62,False,False,False,2500.00,2030-09-17,Activo,2025-01-17,2026-06-09,5
C001897__CREDITO_VEHICULAR,C001897,Crédito Vehicular,Deuda,27372.26,False,False,False,,2030-02-15,Activo,2025-02-02,2026-01-29,2
C001897__CTA_AHORROS,C001897,Cuenta de Ahorros,Depósito,1280.18,False,False,False,,,Activo,2025-03-10,2025-03-10,1
C001897__TARJETA_CREDITO,C001897,Tarjeta de Crédito,Deuda,1201.93,False,False,False,3800.00,2027-03-30,Activo,2025-05-11,2026-03-26,7
C001898__TARJETA_CREDITO,C001898,Tarjeta de Crédito,Deuda,1382.44,False,False,False,2700.00,2027-07-03,Activo,2025-02-22,2026-07-27,14
C001899__CREDITO_VEHICULAR,C001899,Crédito Vehicular,Deuda,22011.14,False,False,False,,2027-07-29,Activo,2025-05-05,2025-07-04,2
C001899__TARJETA_CREDITO,C001899,Tarjeta de Crédito,Deuda,692.87,False,False,False,1800.00,2028-04-01,Activo,2025-03-30,2026-04-13,8
C001900__CREDITO_VEHICULAR,C001900,Crédito Vehicular,Deuda,22960.03,False,False,False,,2028-01-18,Activo,2025-03-06,2025-03-06,1
C001900__TARJETA_CREDITO,C001900,Tarjeta de Crédito,Deuda,1511.27,False,False,False,1900.00,2026-12-09,Activo,2025-02-04,2026-05-26,5
C001901__TARJETA_CREDITO,C001901,Tarjeta de Crédito,Deuda,603.96,False,False,False,8700.00,2030-09-18,Activo,2025-01-26,2026-06-22,11
C001902__CREDITO_HIPOTECARIO,C001902,Crédito Hipotecario,Deuda,141851.29,False,False,False,,2031-09-14,Activo,2025-12-23,2026-02-10,2
C001902__TARJETA_CREDITO,C001902,Tarjeta de Crédito,Deuda,686.31,False,False,False,1900.00,2027-07-06,Activo,2025-03-04,2026-06-23,8
C001903__CREDITO_CONSUMO,C001903,Crédito de Consumo,Deuda,5847.02,False,False,False,,2028-05-06,Activo,2025-02-26,2026-07-13,2
C001903__CTA_AHORROS,C001903,Cuenta de Ahorros,Depósito,5370.57,False,False,False,,,Activo,2026-08-08,2026-08-08,1
C001903__TARJETA_CREDITO,C001903,Tarjeta de Crédito,Deuda,2193.18,False,False,False,3900.00,2028-08-05,Activo,2025-07-21,2026-08-07,4
C001904__CREDITO_VEHICULAR,C001904,Crédito Vehicular,Deuda,15953.57,False,False,False,,2029-12-03,Activo,2026-01-20,2026-01-20,1
C001904__CREDITO_CONSUMO,C001904,Crédito de Consumo,Deuda,7441.37,False,False,False,,2028-12-01,Activo,2025-05-30,2026-05-23,3
C001905__CREDITO_HIPOTECARIO,C001905,Crédito Hipotecario,Deuda,58047.77,False,False,False,,2032-01-30,Activo,2025-08-16,2026-02-24,2
C001905__CTA_CORRIENTE,C001905,Cuenta Corriente,Depósito,6021.04,False,False,False,,,Activo,2025-05-24,2026-04-04,2
C001905__CTA_AHORROS,C001905,Cuenta de Ahorros,Depósito,12604.70,False,False,True,,,Activo,2025-02-25,2025-11-07,2
C001905__TARJETA_CREDITO,C001905,Tarjeta de Crédito,Deuda,892.45,False,False,False,6200.00,2029-05-08,Activo,2025-01-04,2026-08-18,12
C001906__CREDITO_CONSUMO,C001906,Crédito de Consumo,Deuda,7694.63,False,False,False,,2029-03-27,Activo,2026-01-13,2026-03-27,2
C001906__TARJETA_CREDITO,C001906,Tarjeta de Crédito,Deuda,283.28,False,False,False,3000.00,2027-12-21,Activo,2025-01-21,2026-08-04,12
C001907__CREDITO_VEHICULAR,C001907,Crédito Vehicular,Deuda,20957.93,False,False,False,,2031-11-03,Activo,2025-01-02,2026-02-27,3
C001907__TARJETA_CREDITO,C001907,Tarjeta de Crédito,Deuda,64.63,False,False,False,500.00,2028-08-01,Activo,2025-01-15,2026-08-03,7
C001908__CTA_CORRIENTE,C001908,Cuenta Corriente,Depósito,1777.56,False,False,False,,,Activo,2025-01-04,2026-08-18,4
C001908__TARJETA_CREDITO,C001908,Tarjeta de Crédito,Deuda,881.03,False,False,False,2700.00,2028-06-01,Activo,2025-03-30,2026-05-07,9
C001909__CREDITO_HIPOTECARIO,C001909,Crédito Hipotecario,Deuda,17089.63,False,False,False,,2026-12-31,Activo,2025-11-23,2026-07-07,3
C001909__CREDITO_CONSUMO,C001909,Crédito de Consumo,Deuda,6138.48,False,False,False,,2029-07-10,Activo,2025-01-25,2025-09-26,3
C001909__CTA_CORRIENTE,C001909,Cuenta Corriente,Depósito,5102.88,False,False,False,,,Activo,2025-03-06,2025-03-06,1
C001909__CTA_AHORROS,C001909,Cuenta de Ahorros,Depósito,9056.84,False,False,False,,,Activo,2025-04-18,2026-08-06,3
C001910__CREDITO_HIPOTECARIO,C001910,Crédito Hipotecario,Deuda,96874.87,False,False,False,,2029-09-12,Activo,2025-11-28,2026-04-01,3
C001910__CREDITO_VEHICULAR,C001910,Crédito Vehicular,Deuda,20009.47,False,False,False,,2028-08-21,Activo,2025-07-13,2026-08-21,2
C001910__CTA_CORRIENTE,C001910,Cuenta Corriente,Depósito,4625.15,False,False,False,,,Activo,2026-04-03,2026-08-17,2
C001910__TARJETA_CREDITO,C001910,Tarjeta de Crédito,Deuda,1144.09,False,False,False,6600.00,2030-01-27,Activo,2025-04-20,2026-08-15,7
C001911__TARJETA_CREDITO,C001911,Tarjeta de Crédito,Deuda,5287.30,False,False,True,13600.00,2028-09-18,Activo,2025-04-12,2026-08-31,10
C001912__CREDITO_VEHICULAR,C001912,Crédito Vehicular,Deuda,16962.82,False,False,False,,2029-12-21,Activo,2025-01-11,2026-02-11,3
C001912__CREDITO_CONSUMO,C001912,Crédito de Consumo,Deuda,2746.59,False,False,False,,2029-04-13,Activo,2025-05-30,2026-02-09,2
C001913__CREDITO_HIPOTECARIO,C001913,Crédito Hipotecario,Deuda,36193.41,False,False,False,,2030-09-15,Activo,2025-06-07,2025-12-19,3
C001913__CTA_AHORROS,C001913,Cuenta de Ahorros,Depósito,1447.76,False,False,False,,,Activo,2026-02-08,2026-08-12,4
C001913__TARJETA_CREDITO,C001913,Tarjeta de Crédito,Deuda,153.78,False,False,False,600.00,2028-05-21,Activo,2025-03-09,2026-08-30,7
C001914__TARJETA_CREDITO,C001914,Tarjeta de Crédito,Deuda,542.35,False,False,False,1400.00,2029-09-01,Activo,2025-03-04,2026-04-01,4
C001915__CREDITO_HIPOTECARIO,C001915,Crédito Hipotecario,Deuda,82909.59,False,False,False,,2029-11-24,Activo,2025-03-03,2025-11-11,3
C001915__CTA_AHORROS,C001915,Cuenta de Ahorros,Depósito,-100.00,False,True,False,,,Activo,2025-05-10,2026-02-15,4
C001915__TARJETA_CREDITO,C001915,Tarjeta de Crédito,Deuda,1184.33,False,False,False,5400.00,2029-05-31,Activo,2025-02-03,2026-07-20,12
C001916__CTA_CORRIENTE,C001916,Cuenta Corriente,Depósito,2652.72,False,False,False,,,Activo,2025-08-02,2026-07-02,3
C001916__TARJETA_CREDITO,C001916,Tarjeta de Crédito,Deuda,170.99,False,False,False,1100.00,2029-06-26,Activo,2025-02-24,2026-08-14,12
C001917__CREDITO_VEHICULAR,C001917,Crédito Vehicular,Deuda,30226.91,False,False,False,,2031-09-07,Activo,2025-10-28,2026-06-15,3
C001917__TARJETA_CREDITO,C001917,Tarjeta de Crédito,Deuda,12963.33,False,False,True,29300.00,2027-06-14,Activo,2025-04-02,2026-07-27,5
C001918__CREDITO_VEHICULAR,C001918,Crédito Vehicular,Deuda,9252.54,False,False,False,,2029-10-01,Activo,2025-04-27,2025-06-04,2
C001918__CREDITO_CONSUMO,C001918,Crédito de Consumo,Deuda,8352.48,False,False,False,,2028-06-07,Activo,2025-09-30,2025-11-14,2
C001918__TARJETA_CREDITO,C001918,Tarjeta de Crédito,Deuda,1135.94,False,False,False,3000.00,2028-08-05,Activo,2025-01-26,2026-06-09,12
C001919__CREDITO_HIPOTECARIO,C001919,Crédito Hipotecario,Deuda,82084.64,False,False,False,,2026-11-01,Activo,2025-01-29,2026-05-06,3
C001919__CTA_CORRIENTE,C001919,Cuenta Corriente,Depósito,-100.00,False,True,False,,,Activo,2025-03-16,2025-10-10,2
C001919__CTA_AHORROS,C001919,Cuenta de Ahorros,Depósito,164.39,False,False,False,,,Activo,2025-08-29,2025-08-29,1
C001919__TARJETA_CREDITO,C001919,Tarjeta de Crédito,Deuda,4814.47,False,False,True,9200.00,2030-08-16,Activo,2025-01-04,2026-08-22,13
C001920__CREDITO_CONSUMO,C001920,Crédito de Consumo,Deuda,2784.18,False,False,False,,2029-11-18,Activo,2026-01-29,2026-01-29,1
C001920__CTA_CORRIENTE,C001920,Cuenta Corriente,Depósito,3300.90,False,False,False,,,Activo,2025-02-01,2025-02-01,1
C001921__CREDITO_HIPOTECARIO,C001921,Crédito Hipotecario,Deuda,45126.67,False,False,False,,2031-07-20,Activo,2026-01-30,2026-01-30,1
C001921__CTA_CORRIENTE,C001921,Cuenta Corriente,Depósito,1209.32,False,False,False,,,Activo,2026-07-18,2026-07-18,1
C001921__TARJETA_CREDITO,C001921,Tarjeta de Crédito,Deuda,199.16,False,False,False,1300.00,2027-11-04,Activo,2025-02-25,2026-08-31,8
C001922__CREDITO_VEHICULAR,C001922,Crédito Vehicular,Deuda,18547.04,False,False,False,,2031-12-28,Activo,2025-05-28,2026-01-02,2
C001922__CREDITO_CONSUMO,C001922,Crédito de Consumo,Deuda,1929.95,False,False,False,,2031-08-27,Activo,2025-08-28,2026-08-02,3
C001922__CTA_CORRIENTE,C001922,Cuenta Corriente,Depósito,856.49,False,False,False,,,Activo,2025-09-23,2026-05-05,4
C001922__CTA_AHORROS,C001922,Cuenta de Ahorros,Depósito,668.88,False,False,False,,,Activo,2026-01-30,2026-01-30,1
C001923__CREDITO_HIPOTECARIO,C001923,Crédito Hipotecario,Deuda,81325.90,False,False,False,,2030-03-20,Activo,2025-10-27,2026-05-22,3
C001923__TARJETA_CREDITO,C001923,Tarjeta de Crédito,Deuda,387.81,False,False,False,3000.00,2028-06-28,Activo,2025-03-13,2025-12-02,5
C001924__CREDITO_VEHICULAR,C001924,Crédito Vehicular,Deuda,17822.88,False,False,False,,2031-10-21,Activo,2025-05-29,2025-05-29,1
C001925__CREDITO_HIPOTECARIO,C001925,Crédito Hipotecario,Deuda,101782.72,False,False,False,,2029-11-27,Activo,2025-04-16,2026-05-08,2
C001925__CTA_CORRIENTE,C001925,Cuenta Corriente,Depósito,10698.50,False,False,False,,,Activo,2025-02-24,2026-05-29,4
C001926__CREDITO_CONSUMO,C001926,Crédito de Consumo,Deuda,1122.53,False,False,False,,2032-04-02,Activo,2025-02-10,2026-03-04,3
C001926__CTA_CORRIENTE,C001926,Cuenta Corriente,Depósito,2584.74,False,False,False,,,Activo,2025-03-05,2026-06-11,3
C001926__TARJETA_CREDITO,C001926,Tarjeta de Crédito,Deuda,1176.98,False,False,False,2300.00,2028-11-19,Activo,2025-05-14,2026-06-30,9
C001927__CREDITO_HIPOTECARIO,C001927,Crédito Hipotecario,Deuda,83049.83,False,False,False,,2030-10-13,Activo,2025-02-22,2025-12-14,2
C001927__CREDITO_CONSUMO,C001927,Crédito de Consumo,Deuda,6433.66,False,False,False,,2030-12-08,Activo,2026-08-11,2026-08-11,1
C001927__CTA_CORRIENTE,C001927,Cuenta Corriente,Depósito,4702.71,False,False,False,,,Activo,2025-08-19,2025-08-19,1
C001927__TARJETA_CREDITO,C001927,Tarjeta de Crédito,Deuda,594.58,False,False,False,4000.00,2029-09-03,Activo,2025-03-17,2026-07-29,7
C001928__CREDITO_HIPOTECARIO,C001928,Crédito Hipotecario,Deuda,85480.86,False,False,False,,2031-05-17,Activo,2026-03-12,2026-07-05,2
C001928__TARJETA_CREDITO,C001928,Tarjeta de Crédito,Deuda,748.49,False,False,False,1500.00,2029-08-15,Activo,2025-04-20,2026-07-29,12
C001929__CREDITO_CONSUMO,C001929,Crédito de Consumo,Deuda,2729.01,False,False,False,,2030-06-30,Activo,2025-10-03,2026-06-02,2
C001930__CREDITO_HIPOTECARIO,C001930,Crédito Hipotecario,Deuda,96663.97,False,False,False,,2029-07-08,Activo,2025-09-01,2026-06-10,2
C001930__TARJETA_CREDITO,C001930,Tarjeta de Crédito,Deuda,881.07,False,False,False,2100.00,2029-12-03,Activo,2025-01-13,2026-08-14,14
C001931__CREDITO_CONSUMO,C001931,Crédito de Consumo,Deuda,4138.86,False,False,False,,2028-05-08,Activo,2025-12-25,2026-06-30,3
C001931__CTA_CORRIENTE,C001931,Cuenta Corriente,Depósito,1649.21,False,False,False,,,Activo,2025-11-17,2026-05-06,3
C001931__TARJETA_CREDITO,C001931,Tarjeta de Crédito,Deuda,88.45,False,False,False,800.00,2029-08-23,Activo,2025-02-06,2026-02-18,8
C001932__CREDITO_HIPOTECARIO,C001932,Crédito Hipotecario,Deuda,97899.33,False,False,False,,2030-03-14,Activo,2025-09-11,2026-05-13,3
C001932__CREDITO_CONSUMO,C001932,Crédito de Consumo,Deuda,15384.75,False,False,False,,2030-04-13,Activo,2025-07-13,2026-08-21,3
C001932__TARJETA_CREDITO,C001932,Tarjeta de Crédito,Deuda,4751.49,False,False,True,17100.00,2027-04-26,Activo,2025-06-09,2026-08-30,14
C001933__CREDITO_HIPOTECARIO,C001933,Crédito Hipotecario,Deuda,94407.82,False,False,False,,2028-10-17,Activo,2025-08-29,2026-08-20,2
C001933__TARJETA_CREDITO,C001933,Tarjeta de Crédito,Deuda,164.60,False,False,False,1800.00,2030-04-14,Activo,2025-03-03,2026-08-07,14
C001934__TARJETA_CREDITO,C001934,Tarjeta de Crédito,Deuda,346.09,False,False,False,1900.00,2028-06-03,Activo,2025-03-04,2026-04-04,5
C001935__CREDITO_VEHICULAR,C001935,Crédito Vehicular,Deuda,20255.42,False,False,False,,2027-03-02,Activo,2026-07-04,2026-08-16,2
C001935__CTA_AHORROS,C001935,Cuenta de Ahorros,Depósito,366.96,False,False,False,,,Activo,2025-09-17,2026-03-31,2
C001936__CREDITO_VEHICULAR,C001936,Crédito Vehicular,Deuda,22417.44,False,False,False,,2032-08-28,Activo,2025-11-07,2025-11-07,1
C001936__CREDITO_CONSUMO,C001936,Crédito de Consumo,Deuda,26857.11,False,False,False,,2027-05-26,Activo,2026-05-18,2026-05-18,1
C001936__CTA_AHORROS,C001936,Cuenta de Ahorros,Depósito,4924.32,False,False,False,,,Activo,2025-01-31,2026-07-24,2
C001936__TARJETA_CREDITO,C001936,Tarjeta de Crédito,Deuda,1994.57,False,False,False,7200.00,2030-09-18,Activo,2025-02-21,2026-08-24,13
C001937__CREDITO_VEHICULAR,C001937,Crédito Vehicular,Deuda,23579.88,False,False,False,,2031-01-13,Activo,2025-04-01,2025-05-30,2
C001937__CREDITO_CONSUMO,C001937,Crédito de Consumo,Deuda,4957.94,False,False,False,,2029-08-24,Activo,2025-09-25,2025-09-29,2
C001937__TARJETA_CREDITO,C001937,Tarjeta de Crédito,Deuda,392.39,False,False,False,800.00,2030-09-11,Activo,2025-01-30,2026-07-26,4
C001938__CTA_CORRIENTE,C001938,Cuenta Corriente,Depósito,897.40,False,False,False,,,Activo,2025-05-09,2025-11-27,2
C001938__CTA_AHORROS,C001938,Cuenta de Ahorros,Depósito,1866.02,False,False,False,,,Activo,2025-02-18,2025-02-18,1
C001939__CTA_CORRIENTE,C001939,Cuenta Corriente,Depósito,-5.99,False,True,False,,,Activo,2025-03-23,2026-01-23,4
C001939__TARJETA_CREDITO,C001939,Tarjeta de Crédito,Deuda,427.56,False,False,False,1500.00,2028-10-25,Activo,2025-01-09,2026-08-21,12
C001940__CREDITO_CONSUMO,C001940,Crédito de Consumo,Deuda,4173.32,False,False,False,,2027-11-27,Activo,2026-02-23,2026-07-10,2
C001940__TARJETA_CREDITO,C001940,Tarjeta de Crédito,Deuda,321.89,False,False,False,1400.00,2028-04-29,Activo,2025-03-23,2026-06-18,4
C001941__CREDITO_HIPOTECARIO,C001941,Crédito Hipotecario,Deuda,42103.77,False,False,False,,2027-09-13,Activo,2025-04-21,2025-10-18,2
C001941__CREDITO_VEHICULAR,C001941,Crédito Vehicular,Deuda,7687.37,False,False,False,,2027-12-15,Activo,2025-10-12,2026-03-20,2
C001941__CREDITO_CONSUMO,C001941,Crédito de Consumo,Deuda,3451.59,False,False,False,,2029-11-05,Activo,2026-01-28,2026-05-08,2
C001941__TARJETA_CREDITO,C001941,Tarjeta de Crédito,Deuda,375.39,False,False,False,1800.00,2027-05-29,Activo,2025-01-07,2026-07-14,9
C001942__CREDITO_VEHICULAR,C001942,Crédito Vehicular,Deuda,19728.87,False,False,False,,2027-11-16,Activo,2025-09-18,2026-05-25,2
C001942__CTA_AHORROS,C001942,Cuenta de Ahorros,Depósito,12446.70,False,False,False,,,Activo,2025-04-04,2025-04-04,1
C001943__CREDITO_HIPOTECARIO,C001943,Crédito Hipotecario,Deuda,89938.53,False,False,False,,2032-02-08,Activo,2025-02-06,2025-07-03,2
C001943__CTA_CORRIENTE,C001943,Cuenta Corriente,Depósito,4891.34,False,False,False,,,Activo,2025-04-03,2025-04-29,2
C001944__CREDITO_CONSUMO,C001944,Crédito de Consumo,Deuda,3286.15,False,False,False,,2029-10-22,Activo,2025-01-24,2025-11-01,2
C001944__CTA_AHORROS,C001944,Cuenta de Ahorros,Depósito,2894.53,False,False,False,,,Activo,2025-01-21,2026-08-28,4
C001944__TARJETA_CREDITO,C001944,Tarjeta de Crédito,Deuda,1795.67,False,False,False,2400.00,2027-08-10,Activo,2025-02-02,2026-06-26,9
C001945__CTA_AHORROS,C001945,Cuenta de Ahorros,Depósito,3219.90,False,False,False,,,Activo,2025-09-14,2025-09-14,1
C001945__TARJETA_CREDITO,C001945,Tarjeta de Crédito,Deuda,862.73,False,False,False,2800.00,2027-12-25,Activo,2025-01-17,2026-06-19,11
C001946__CREDITO_HIPOTECARIO,C001946,Crédito Hipotecario,Deuda,124821.83,False,False,False,,2029-05-17,Activo,2026-06-01,2026-06-01,1
C001947__CTA_CORRIENTE,C001947,Cuenta Corriente,Depósito,6209.60,False,False,False,,,Activo,2025-05-07,2025-05-07,1
C001948__CTA_AHORROS,C001948,Cuenta de Ahorros,Depósito,729.62,False,False,False,,,Activo,2025-06-18,2025-08-02,2
C001948__TARJETA_CREDITO,C001948,Tarjeta de Crédito,Deuda,482.45,False,False,False,1200.00,2026-11-13,Activo,2025-03-13,2026-08-28,11
C001949__CTA_CORRIENTE,C001949,Cuenta Corriente,Depósito,1108.73,False,False,False,,,Activo,2025-01-19,2026-08-28,4
C001949__CTA_AHORROS,C001949,Cuenta de Ahorros,Depósito,1473.83,False,False,False,,,Activo,2025-09-16,2026-07-29,3
C001949__TARJETA_CREDITO,C001949,Tarjeta de Crédito,Deuda,140.32,False,False,False,600.00,2027-09-06,Activo,2025-01-07,2026-08-30,13
C001950__CREDITO_CONSUMO,C001950,Crédito de Consumo,Deuda,2380.64,False,False,False,,2030-02-11,Activo,2025-04-05,2026-02-15,2
C001950__CTA_AHORROS,C001950,Cuenta de Ahorros,Depósito,80.48,False,False,False,,,Activo,2025-07-03,2026-03-09,2
C001951__CREDITO_VEHICULAR,C001951,Crédito Vehicular,Deuda,6805.94,False,False,False,,2031-03-17,Activo,2025-10-05,2026-03-05,2
C001951__TARJETA_CREDITO,C001951,Tarjeta de Crédito,Deuda,481.47,False,False,False,1500.00,2026-11-21,Activo,2025-01-22,2026-05-27,10
C001952__CREDITO_CONSUMO,C001952,Crédito de Consumo,Deuda,13430.69,False,False,False,,2029-10-29,Activo,2025-03-08,2025-10-26,3
C001952__TARJETA_CREDITO,C001952,Tarjeta de Crédito,Deuda,622.74,False,False,False,3300.00,2029-02-17,Activo,2025-02-07,2026-06-28,6
C001953__CREDITO_CONSUMO,C001953,Crédito de Consumo,Deuda,10642.82,False,False,False,,2028-12-03,Activo,2025-07-21,2026-05-20,3
C001953__TARJETA_CREDITO,C001953,Tarjeta de Crédito,Deuda,210.81,False,False,False,2600.00,2029-02-25,Activo,2025-02-01,2026-07-28,12
C001954__CREDITO_HIPOTECARIO,C001954,Crédito Hipotecario,Deuda,71610.82,False,False,False,,2028-12-08,Activo,2025-08-01,2025-10-28,2
C001954__CREDITO_CONSUMO,C001954,Crédito de Consumo,Deuda,5593.14,False,False,False,,2032-06-19,Activo,2025-01-16,2026-08-30,3
C001954__CTA_CORRIENTE,C001954,Cuenta Corriente,Depósito,754.09,False,False,False,,,Activo,2025-12-09,2026-08-28,2
C001954__TARJETA_CREDITO,C001954,Tarjeta de Crédito,Deuda,336.72,False,False,False,800.00,2029-01-17,Activo,2025-02-10,2026-02-14,7
C001955__CREDITO_HIPOTECARIO,C001955,Crédito Hipotecario,Deuda,103305.05,False,False,False,,2029-06-10,Activo,2025-08-07,2025-08-07,1
C001955__TARJETA_CREDITO,C001955,Tarjeta de Crédito,Deuda,282.36,False,False,False,900.00,2027-03-29,Activo,2025-01-20,2026-06-15,14
C001956__CREDITO_VEHICULAR,C001956,Crédito Vehicular,Deuda,23848.87,False,False,False,,2029-03-24,Activo,2025-09-23,2026-03-01,3
C001956__TARJETA_CREDITO,C001956,Tarjeta de Crédito,Deuda,654.50,False,False,False,1700.00,2027-07-21,Activo,2025-03-24,2026-07-30,11
C001957__CREDITO_CONSUMO,C001957,Crédito de Consumo,Deuda,4454.38,False,False,False,,2032-06-08,Activo,2026-05-21,2026-05-21,1
C001957__CTA_AHORROS,C001957,Cuenta de Ahorros,Depósito,1965.28,False,False,False,,,Activo,2025-02-13,2025-11-22,4
C001957__TARJETA_CREDITO,C001957,Tarjeta de Crédito,Deuda,995.01,False,False,False,2400.00,2030-04-18,Activo,2025-01-09,2026-04-27,4
C001958__CREDITO_HIPOTECARIO,C001958,Crédito Hipotecario,Deuda,90364.95,False,False,False,,2028-06-27,Activo,2026-08-28,2026-08-28,1
C001958__CREDITO_CONSUMO,C001958,Crédito de Consumo,Deuda,2948.14,False,False,False,,2029-07-31,Activo,2025-03-02,2025-06-16,3
C001958__CTA_CORRIENTE,C001958,Cuenta Corriente,Depósito,2366.34,False,False,False,,,Activo,2025-01-04,2026-07-03,3
C001958__CTA_AHORROS,C001958,Cuenta de Ahorros,Depósito,1099.38,False,False,False,,,Activo,2025-10-06,2026-03-27,3
C001959__CREDITO_VEHICULAR,C001959,Crédito Vehicular,Deuda,18405.93,False,False,False,,2030-02-18,Activo,2025-08-20,2026-01-05,2
C001959__TARJETA_CREDITO,C001959,Tarjeta de Crédito,Deuda,0.00,False,False,False,1800.00,2029-06-30,Activo,2025-01-27,2026-07-21,14
C001960__CREDITO_HIPOTECARIO,C001960,Crédito Hipotecario,Deuda,75364.26,False,False,False,,2032-08-05,Activo,2025-05-02,2026-07-21,2
C001960__CREDITO_CONSUMO,C001960,Crédito de Consumo,Deuda,6662.37,False,False,False,,2030-02-01,Activo,2026-03-23,2026-03-23,1
C001960__CTA_CORRIENTE,C001960,Cuenta Corriente,Depósito,7556.53,False,False,False,,,Activo,2025-04-14,2025-08-01,3
C001960__TARJETA_CREDITO,C001960,Tarjeta de Crédito,Deuda,2110.86,False,False,False,3200.00,2028-05-24,Activo,2025-01-11,2026-07-17,9
C001961__CREDITO_VEHICULAR,C001961,Crédito Vehicular,Deuda,23826.73,False,False,False,,2031-01-17,Activo,2025-07-12,2025-07-12,1
C001961__CTA_AHORROS,C001961,Cuenta de Ahorros,Depósito,26978.22,False,False,True,,,Activo,2025-08-20,2026-02-02,2
C001962__CREDITO_VEHICULAR,C001962,Crédito Vehicular,Deuda,24637.33,False,False,False,,2031-07-15,Activo,2025-06-09,2025-11-12,2
